question	answer
Fiz pagamentos em DARF avulso (9410), mas minha empresa não está obrigada à DCTFWeb. Como corrigir?    	 A empresa que fez pagamentos em DARF avulso ma s não está obrigada à DCTFWeb deve solicitar na  Receita Federal a conversão do DARF 9410 em GPS.    
Fiz o pagamento da DCTFWeb 13º salário em DARF avulso (9410), mas o SISTAD não identifica os débitos. O que pode ter ocorrido?    	 Provavelmente o campo  “Período de Apuração” (PA) foi preenchido incorretamente. O DARF avulso  referente a 13º salário/2019, por exemplo, deve ser preenchido com 01/01/2019 no PA.      Caso tenha sido preenchido de forma diversa, deve -se solicitar a Retificação do DARF, a fim de  alterar o  PA. Somente após a retificação, será possível ajustar corretamente o DARF avulso no SISTAD e abater os  débitos de 13º salário. Veja orientações sobre o Redarf simplificado aqui .    
Como emitir DARF em  lote de uma declaração em que o saldo a pagar ficou abaixo de R$10,00?	 Para conseguir emitir o DARF em lote relativo à DCTFWeb com diferença a pagar inferior a R$10,00, é  necessário primeiro ajustar o “Saldo a Pagar” exibido na página inicial da declar ação. Assim, deve -se:     1) retificar a declaração a partir do próprio portal da DCTFWeb, clicando no botão “Retificar”;     2) editar a declaração em andamento;     3) importar os pagamentos por meio da função Créditos Vinculáveis > Pagamento > Importar da RFB;     4) vincular os pagamentos, clicando em “Aplicar Vinculação Automática”;     5) conferir se o saldo a pagar apresenta somente a diferença inferior a R$10,00;    6) transmitir a DCTFWeb retificadora, após os procedimentos acima;    7) emitir o DARF em lote.  
Transmiti um PERDCOMPWeb após a transmissão da DCTFWeb. Agora, quero recolher em DARF as diferenças restantes. Como proceder?    	" Não é necessário retificar a DCTFWeb para informar compensação realizada após a transmissão da  DCTFWeb. Pode -se emitir o DARF d o saldo a pagar a partir do portal e -CAC > Certidões e Situação Fiscal >  Consulta Pendências - Situação Fiscal.     Contudo, é possível emitir o DARF também no portal da DCTFWeb. Para isto, existem duas alternativas:     1. Sem retificação da DCTFWeb      Entrar na declaração ativa e utilizar a opção ""Abater DComp"". Será gerado o DARF somente com o saldo  a pagar de cada código de receita não compensado. Se já tiver sido recolhido algum DARF, também deve  ser utilizada a opção ""Abater Pagamentos Anteriores"" antes de  emitir o DARF complementar.     2. Com retificação da DCTFWeb      Como mencionado anteriormente, não é necessário retificar a declaração para informar compensação.  No entanto, se por algum outro motivo for necessário retificar a DCTFWeb, pode -se aproveitar e v incular  a compensação realizada.     Utilizar a opção: Créditos Vinculáveis > Créditos > Compensação.     Após transmitir a DCTFWeb retificadora, será possível gerar o DARF com o novo saldo a pagar.    "
Como posso encaminhar ao nosso contratante a prova da correta declaração em DCTFWeb e o respectivo recolhimento das contribuições previdenciárias contidas na folha de pagamento de obra de  construção civil (empreitada total) de forma que o contratante consiga elidir a solidariedade,  cons iderando a nova sistemática da DCTFWeb e do DARF único?    	 A empresa construtora poderá apresentar ao contratante (proprietário do imóvel, dono da obra,  incorporador ou condômino da unidade imobiliária) cópia do Relatório de Débitos detalhado pelo  CEI/CNO (Cadastro Nacional de Obras), demonstrando os valores apurados pelo eSocial e/ou EFD -Reinf e  declarados na DCTFWeb, bem como a forma como tais valores foram liquidados.     Se o débito foi pago/compensado após a transmissão da DCTFWeb, poderá ser criada uma  declaração  retificadora, importando os pagamentos/compensações e vinculando -os na DCTFWeb. Em seguida,  devese transmitir a declaração retificadora. Após estas etapas, o Relatório de Débitos que for gerado já  demonstrará a liquidação dos débitos.     Adiant e, exemplo de geração do citado Relatório de Débitos:         
Fizemos a retenção Lei 9.711/98 sobre um serviço tomado e precisamos comprovar para o prestador do serviço que a retenção foi efetivamente declarada na DCTFWeb. Como fazer?    	 É possível, na DCTFWeb, gerar um relatório (Relatório de Débitos) que demonstre claramente esta  situação. Para gerá -lo, utilize a opção Relatórios > Débitos e, em seguida, selecione o CNPJ Prestador  Serviço, para o qual deseja comprovar a retenção. Também é possível gerar o relatório por obra de  construção civil (CNO/CEI).                               Esse relatório demonstra também a forma de liquidação do débito relativo à retenção. Se o débito foi  pago/compensado após a transmissão da DCTFWeb, recomenda -se criar uma declaração retificadora,  importar os pagamentos/compensações, vinculá -los e transmiti r a declaração retificadora. Após estas  etapas, o Relatório de Débitos que for gerado já demonstrará a liquidação completa do débito.     É de se esclarecer que o tomador obrigado à DCTFWeb recolhe todas as retenções da Lei 9.711/98  realizadas no mês em um único DARF, emitido em seu próprio CNPJ (tomador), diferentemente da forma  como é feito o recolhimento pela GPS/GFIP (CNPJ do prestador).    
[01/02/2022] Com o bloqueio dos códigos de GPS para os obrigados a DCTFWeb, como uma Fundação Pública de Direi to Privado, que entende ser devido o recolhimento de contribuições para  “terceiros” deve proceder?   	 O recolhimento pode ser feito no código para Órgãos Públicos, inclusive Autarquias e Fundações – 2402.  Neste caso, deve incluir o valor que entende devido aos “terceiros” no campo “6” da GPS e  posteriormente, solicitar a retificação do código da GPS e do valor devido aos “terceiros” para o campo  correto. Para mais detalhes, consultar o ADE CORAT nº 01/2022.   Os valores decorrentes da retenção de 11% podem se r recolhidos nos códigos 2640 e 2682.   O mesmo entendimento se aplica aos organismos internacionais e outras instituições extraterritoriais,  que, assim como os órgãos públicos , estão no grupo 4 do eSocial.  
[11/01/2022] O que deve fazer um contribuinte  do grupo 3 que recolheu indevidamente em GPS, transmitiu a DCTFWeb com débito em aberto e não solicitou a restituição em PerDcomp?   	 A Receita Federal , identificando recolhimentos realizados em GPS, desde que tenha sido transmitida  DCTFWeb e haja débitos em aberto, procederá a conversão automática dos recolhimentos em GPS, das  competências 10/2021 ou posterior, com os códigos 2003, 2011,  2020, 2100, 2119, 2127, 2143, 2607 e  2950.   Atenção: Não serão  realizadas de forma automática conversões de GPS de retenção sobre cessão de mão  de obra, ou as recolhidas em matrícula CEI – códigos 2550, 2631, 2208, 2216, 2240, 2321, 2658 e 2704.   Para esses casos , o contribuinte deve entrar com o pedido de conversão no atendimento do ChatRFB.    
No caso de identificação de erro no valor dos débitos apurados na DCTFWeb, quais procedimentos devem ser ad otados?     	 Caso o contribuinte identifique erro no valor dos débitos apurados, que estão exibidos na DCTFWeb,  deverá retornar à escrituração (eSocial ou EFD -Reinf) e efetuar os ajustes necessários. A alteração do valor  dos débitos somente é possível a par tir da escrituração e será refletida na DCTFWeb após o  processamento com sucesso do encerramento da escrituração que foi retificada.     
Os dados informados no eSocial estão aparecendo na DCTFWeb com valores diferentes. O que pode ter ocorrido?    	 A DC TFWeb não faz nenhum cálculo de tributos ou deduções, mas apenas recebe esses valores já  calculados de acordo com os parâmetros informados no eSocial. Isso também se aplica à EFD -Reinf.     Portanto, caso os débitos apurados estejam com valor errado, é nece ssário retificar a escrituração de  origem.     Observação: os débitos exibidos nos totalizadores do eSocial (Folha de Pagamentos > Totalizadores >  Empregador > Contribuição Previdenciária) e nos totalizadores da Reinf (Eventos Periódicos >  Fechamento/Reaber tura dos Eventos Periódicos) é que são recebidos pela DCTFWeb.    
Como é feita a integração entre as escriturações (eSocial e EFD -REINF) com a DCTFWeb? Preciso dar algum comando para aparecer na DCTFWeb?    	 A integração entre as escriturações e a DCTFW eb é feita de forma automática após o envio, com sucesso,  e processamento dos eventos de fechamento do eSocial ou da EFD -Reinf.      O Portal da DCTFWeb recebe os dados e gera automaticamente a declaração, que aparecerá na situação  “em andamento”.      Quand o as informações das duas escriturações se referirem ao mesmo período de apuração, o sistema  gera uma só DCTFWeb, consolidando os dados.    
[02/02/2022] Informei um processo de suspensão no eSocial/EFD -Reinf, mas o processo não aparece na DCTFWeb. Poss o informá -lo manualmente na DCTFWeb?    	 Nesse caso, a escrituração não enviou a informação de suspensão para a DCTFWeb. Para saber se a  escrituração enviou o código de receita com valor suspenso para a DCTFWeb, basta conferir os  totalizadores do eSocial/EF D-Reinf.     Importante frisar que, para sensibilizar a DCTFWeb, a suspensão deve ser informada não somente no  evento “ S-1070  - Tabela de Processos Administrativos/Judiciais”, mas também no evento que conterá  informações impactadas pelo processo judicial . O mesmo raciocínio se aplica também à EFD -Reinf.   A regra é que os processos de suspensão sejam informados primeiramente na es crituração (eSocial ou   EFD-Reinf), e depois sejam recepcionados pela DCTFWeb com o envio dos eventos de fechamento.  Na  DCTFWeb será feita a vinculação aos débitos suspensos, reduzindo o saldo a pagar da declaração.     Entretanto, é possível incluir diretam ente no portal da DCTFWeb os processos de suspensão envolvendo  alguns códigos de receita específicos, conforme listado no item “Incluir manualmente processo de  Suspensão” do manual da DCTFWeb.     
O valor retido informado na EFD -REINF foi de 3,5%, mas está diferente do valor constante da DCTFWeb, que apurou 11%. O que pode ter acontecido?    	 A DCTFWeb não faz cálculos de tributos ou deduções. Estes são feitos pela escrituração e depois são  enviados para a DCTFWeb. Portanto, a alteração nos valores dos d ébitos apurados deve ser feita na  EFDReinf ou no eSocial.     Para a EFD -Reinf calcular com base na alíquota de 3,5%, é necessário que o campo indCPRB do evento  R2010 tenha sido informado com indicador 1 - Contribuinte da Contribuição Previdenciária sobre a  Receita  Bruta (CPRB) - Retenção 3,5%.     Se for informado o indicador [0], significa que o prestador de serviço não é contribuinte da CPRB.  Consequentemente, o sistema (EFD -Reinf) calcula a retenção em 11%.      Dessa forma, se o indicador foi informado er roneamente, é necessária sua retificação na EFD -Reinf para  que o débito seja corretamente declarado na DCTFWeb.    
Enviei uma EFD -Reinf, mas não aparece na DCTFWeb. No retorno do R -2099 há dois status: um indica SUCESSO e o outro EM PROCESSAMENTO. O qu e fazer?    	 O status SUCESSO no início do XML do R -2099 (fechamento) indica que o evento foi recebido com sucesso  e está com a estrutura correta (1ª validação). O status EM PROCESSAMENTO indica que o conteúdo do  XML ainda não foi processado (2ª validação),  podendo ter ocorrido algum erro.     Para ter certeza de que o fechamento foi processado com sucesso, é necessário consultar a situação no  e-CAC ou por meio de webservice. Só após o processamento com sucesso do evento R -2099 (retorna o  R5011 - totalizador)  é que os códigos de receita migrarão para a DCTFWeb.    
Enviei uma EFD -Reinf sem movimento e não aparece na DCTFWeb. O que fazer?	 A DCTFWeb será do tipo sem movimento se tanto o eSocial como a EFD -Reinf forem transmitidos,  informando a ausência de movimento.         Por outro lado, se uma das duas escriturações transmitidas não for do tipo sem movimento, a DCTFWeb  gerada também não será desse tipo, pois a aplicação consolida as informações prestadas no eSocial e  EFDReinf, gerando somente uma declaração.     Nesse sentido, caso a EFD -Reinf seja sem movimento e o eSocial não, a DCTFWeb gerada conterá os  débitos do eSocial e, consequentemente, não haverá possibilidade de enviar uma DCTFWeb sem  movimento.    
Precisei retificar uma DCTFWeb do PA agosto/2018, mas não consigo vincular totalmente o DARF pago. Como resolver isso?    	 A EFD -Reinf alterou, no período de apuração de outubro de 2018, a forma de montagem do arquivo que  é enviado para a DCTFWeb , passando a separar os débitos vinculados por C NO/CEI, como já fazia antes a  escrituração do eSocial.      Esse procedimento faz com que a chave do débito (NI, PA, Código de Receita, CNO/CEI e CNPJ Prestador)  seja modificada nas novas apurações. Então, é possível que haja algum problema em DCTFWeb que  retifique declarações dos períodos de apuração agosto e setembro de 2018, pois a declaração não  conseguirá vincular os pagamentos anteriores, que não continham o atributo do CNO/CEI.     Caso isto ocorra, é possível ajustar os DARF anteriores aos novos débit os, mas este procedimento deve  ser executado fora da DCTFWeb, por meio do SISTAD, após a transmissão da DCTFWeb retificadora  (gerada após a retificação da escrituração - EFD-Reinf). Para mais informações sobre o SISTAD, clique aqui .    
Após realizar um novo fechamento do eSocial/EFD -Reinf, foi gerada uma DCTFWeb retificadora na situação “em andamento”. Entretanto, o novo fechamento da escrituração não alterou os valores da  declaração. Mesmo assim preciso transmitir a DCTFWeb retificadora?    	 Sim. Ainda que a retificação feita no eSocial ou na EFD -Reinf não tenha alterado os valores dos débitos e  créditos na DCTFWeb, é necessário transmitir a DCTFWeb retificadora, a fim de manter a integridade entre  a escri turação e a declaração.    
Tenho decisão judicial que limita a cobrança das contribuições para os terceiros a 20 salários mínimos , mas não estou conseguindo informar corretamente na DCTFWeb. Qual o procedimento  correto a ser seguido?    	 A DCTFWeb não faz nenhum cálculo de tributo ou dedução, inclusive suspensão. Estes são realizados  pelas próprias escriturações, que enviam os valores já apurados para a DCTFWeb.     Neste caso em particular (limitação de 20 salários  mínimos), como o eSocial não consegue fazer um  cálculo preciso do valor suspenso, ele envia o valor da suspensão “zerado” para a DCTFWeb. Assim, será  possível digitar os valores  suspensos diretamente na DCTFWeb. Mas, para que isso ocorra, é necessário  informar corretamente os dados da suspensã o nos eventos do eSocial.     Sobre esta situação , veja no Portal do eSocial, o Perguntas Frequentes do eSocial, em especial a resposta  ao questionamento 4.117.     Com o processo  de suspensão corretamente informado no eSocial, deve ser digitado na DCTFWeb o  valor  que efetivamente será suspenso. Para editar a suspensão e informar o valor suspenso, siga os seguintes  passos:     Créditos Vinculáveis > Créditos > Suspensão      Na linha do processo de suspensão relativo aos terceiros, clique no botão “Alterar Valor  Suspenso”   e  informe a quantia  suspensa para cada código de receita.     Em seguida, faça a vinculação manual das suspensões ou utilize a funcionalidade “Aplicar Vinculação  Automática”.     Dessa forma, não haverá cobrança imediata dos valores não pagos, pois eles estarão suspensos. O DARF  será emitido somente com o saldo a pagar.              
[Atualizado em 22/03/202 2] Como  devem agir os contribuintes para efetuar a compensação de débitos gerados na DCTFWeb com créditos disponíveis?  	 A declaração de compensação deve ser feita por meio do PER/DCOMP Web, disponível no portal e-CAC,  sendo necessário que a pessoa jurídica tenha certificado digital.   No PER/DCOMP Web o contribuinte deverá informar a categoria da DCTF e o período de apuração dos  débitos que deseja compensar. Os débitos serão importados automaticamente da última DCTFWeb  transmitida pelo contribuinte da categoria e p eríodo de apuração informados. O contribuinte deverá,  então, informar o valor que deseja compensar de cada débito, limitado ao saldo a pagar constante da  DCTF Web.   Para fazer a compensação o contribuinte precisará também informar no PER/DCOMP Web o crédit o que  pretende utilizar.   Na compensação o contribuinte poderá utilizar crédito de origem previdenciária:   • Retenção – Lei 9.711/98, referentes a saldo de retenções sofridas no caso de cessão de mão de obra  após a dedução na DCTF Web ou saldo após compensação na GFIP (para competências anteriores à  obrigatoriedade da DCTF Web);   • Contribuição previdenciária paga a maior ou indevidamente em GPS;   • Pagamento indevido ou a maior realizado em DARF referentes à Contribuição Previdenciária sobre  Receita Bruta (CPRB);   • Pagamento indevido ou a maior de eSocial, ou seja, pagamento do DARF gerado pela DCTF Web em  duplicidade ou que se tornou indevido em razão de retificação da DCTF Web.   No caso de crédito de retenção na cessão de mão de obra, o contribuint e obrigado à entrega da EFD -Reinf  poderá utilizar o PER/DCOMP Web para fazer o pedido de restituição ou a declaração de compensação,  com a facilidade da recuperação automática das retenções sofridas informadas pelo prestador em sua  EFD-Reinf. Para competên cias anteriores à obrigatoriedade da EFD -Reinf, o contribuinte deverá fazer  previamente o pedido de restituição , utilizando o programa PER/DCOMP, disponível no sítio da Receita  Federal, e fazer a declaração de compensação por meio do PER/DCOMP Web, informa ndo que o crédito  foi d etalhado em PER/DCOMP anterior.   Caso o contribuinte já tenha transmitido pedido de restituição de crédito de retenção ou de contribuição  previdenciária indevida ou a maior por meio do programa PGD PERDCOMP, e não tenha recebido a  restituição nem Despacho Decisório de indeferimento, poderá utilizar o crédito para compensar débitos  da DCTF Web utilizando o PER/DCOMP Web.   Nos termos das alterações implementadas pela Lei nº 13.670, de 2018, os contribuintes obrigados à  entrega da DCTF We b poderão utilizar créditos de origem não previdenciária desde que apurados a partir  do início desta obrigatoriedade . Para compensar os débitos poderão ser utilizados no PER/DCOMP Web  os seguintes créditos:    • PIS não cumulativo   • Cofins não cumulativo   • Saldo negativo de IRPJ   • Saldo negativo de CSLL   • Pagamentos indevidos ou a maior   • Ressarcimento de IPI   • Reintegra       No caso de o contribuinte utilizar créditos de reintegra ou ressarcimento de IPI, deverá fazer previamente  um PER/DCOMP com demonstra tivo do crédito, utilizando o programa disponível no sítio da Receita  Federal, e, após, poderá fazer a declaração de compensação utilizando o PER/DCOMP Web, informando  que o crédito foi detalhado em PER/DCOMP anterior.   Cabe registrar que essa compensação está regida pelo art. 74 da Lei 9.430, de 27 de dezembro de 1996,  e disciplinad a especialmente pelos arts. 6 4 a 79 da Instrução Normativa RFB nº 2.055 , de 06 de dezembro  de 2021 .  
[Atualizado em 22/03/202 2] E no caso de créditos previdenciários decorre ntes de ação judicial que eram compensados em GFIP. Podem ser informados no programa PERDCOMP Web?  	 Sim. Primeiramente o contribuinte deve formalizar processo com pedido de habilitação de crédito  decorrente de decisão judicial transitada em julgado, nos te rmos do art. 10 2 da Instrução Normativa RFB  nº 2.055 , de 20 21. Após o deferimento do pedido de habilitação pelo Auditor -Fiscal da Receita Federal do  Brasil, o contribuinte também utilizará o PER/DCOMP Web para fazer a compensação dos débitos  oriundos da DC TF Web.   Foi disponibilizada nova versão do PER/DCOMP Web em 10 de setembro de 2018, possibilitando ao  contribuinte informar que o crédito é oriundo de ação judicial.   De se ressaltar que o contribuinte deve manter sob sua guarda demonstrativo dos valores destes créditos  com o saldo já utilizados em GFIP.  
Os créditos disponíveis podem ser utilizados para compensação com débitos de outras entidades e fundos?  	 Sim. Os contribuintes que tiverem a apuração das contribuições sociais por meio do eSocial/DCTF Web  podem utilizar os créditos para a compensação com débitos de outras entidades e fundos (Ex.: Sistema  “S”, FNDE, INCRA etc .), utilizando o aplicativo PER/DCOMP Web no portal e-CAC.  
[Atualizado em 26/10/2021] Posso utilizar o saldo de salário -famíli a e salário -maternidade para compensar com débitos apurados nos meses seguintes à apuração dos mesmos?  	 Não. Os créditos de salário -família e salário -maternidade devem ser objeto de dedução/aproveitamento  na DCTFWeb do período a que se referem. Caso haja saldo, este  não pode ser objeto de compensação  nos meses seguintes. O contribuinte poderá fazer o pedido de reembolso utilizando o PER/DCOMP Web  para as competências a partir da obrigatoriedade da DCTF Web e o PGD PER/DCOMP disponível no sítio  da Receita Federal para as competências anteriores.  
Quais créditos não previdenciários podem ser utilizados para compensação com débitos apurados na DCTFWeb?  	 Podem ser utilizados créditos não previdenciários relativos ao período de apuração posterior à utilização  do eSocial/DCTFWeb para apuração dos débitos. Ou seja, para as empresas que estão no primeiro grupo  de implantação do eSocial : a partir do período de apuração AGOSTO/2018.  Os demais grupos devem  observar o início da obrigatoriedade de cada um em relação à DCTFWeb.   Créditos referentes a período de apuração anteriores não podem ser utilizados, ainda que objeto de  retificação em data posterior.   Ressalte -se ainda a necessidade de observação do §3º do art. 74 da Lei nº 9.430, de 1996 para  identificação das demais vedaçõ es de compensação.   Para mais informações, clique aqui .  
O que o contribuinte deve fazer (informar a RFB) após utilizar o PER/DCOMP Web para compensar débitos apurados na DCTFWeb?  	 Após a utilização do PERDCOMPWeb par a compensação de débitos apurados na DCTFWeb o contribuinte  não necessita retornar à DCTFWeb para informar a realização da compensação – DCOMP e reduzir o saldo  a pagar.       O sistema de controle da RFB identificará que o débito apurado e informado como saldo  a pagar na  DCTFWeb foi extinto pela apresentação da Declaração de Compensação (PER/DCOMP Web) sem a  necessidade de o contribuinte retificar a DCTFWeb.  
[Atualizado em 26/10/2021]  Os processos judiciais que reconhecem os créditos para utilização no PER/DCOMP Web devem ser informados nos eventos S -1070 ou R -1070 do eSocial e EFD -Reinf?  	 Não. Tais processos devem apenas ser habilitados na unidade da RFB de jurisdição do contribuinte para  poderem ser utilizados mediante compensação, conforme  explicitado no  item 3.2 .  Nas escriturações (eSocial e EFD -Reinf) devem ser informados processos judiciais que interfiram  na  APURAÇÃO das contribuições.  
[Atualizado em 25/10/2021]  Caso o valor do crédito vinculável apurado por meio da EFD -REINF seja superior ao valor do débito previdenciário na DCTF Web do período de apuração, a empresa poderá  aproveitar este saldo e compensar débitos de períodos de apuração futuros?  	 Sim. Em 29/04/2019, foi disponibilizada nova versão do PER/DCOMP Web , facilitando a utilização do  crédito de Retenção da Lei 9.711/98. Assim, as empresas obrigadas à EFD -Reinf podem utilizar o  PER/DCOMP Web para solicitar a restituição desses saldos ou fazer a declaração de compensação ,  aproveitando esse crédito para compensar  seus débitos da DCTF Web ou de outros tributos, como IRPJ,  Cofins, PIS, etc, se permitido pela legislação.   O PER/DCOMP Web recuperará da EFD -Reinf os valores de retenção informados pelo prestador de serviço  e da DCTF Web da mesma competência a utilização em dedução.   No entanto, para os períodos de apuração anteriores a agosto de 2018 (para os contribuintes do primeiro  grupo do eSocial) ou anteriores  à obrigatoriedade da EFD -Reinf , os saldos de retenção não deduzidos em  determinado período de apuração poder ão ser objeto de pedido de restituição por meio do programa  PGD PER/DCOMP. Após a transmissão do pedido de restituição, o crédito poderá ser utilizado em  compensação de débitos da DCTF Web no PER/DCOMP Web.   
A empresa obrigada à entrega do eSocial e d a EFD -Reinf,  mas ainda não obrigada à DCTF Web, pode efetuar a compensação de créditos de retenção por meio do PER/DCOMP Web?  	" Não.   Se a empresa ainda não é obrigada à DCTF Web , deverá transmitir a GFIP e, portanto, informar os créditos  no campo ""Retenção  da Lei nº 9.711/98"" da GFIP.   Mas, se ainda restar saldo de crédito, a empresa poderá utilizar o PER/DCOMP Web para solicitar a  restituição do saldo. Neste caso, deverá informar os valores de retenção já deduzidos/compensados das  contribuições informadas n a GFIP.  "
Ao utilizar o PER/DCOMP Web para o crédito de Retenção Lei 9.711/98, a empresa notou que os dados referentes à retenção estão errados, mas o PER/DCOMP Web não permite a edição dessas  informações. Como corrigir?  	 Os dados referentes à retenção são automaticamente importados pelo PER/DCOMP Web a partir das  informações constantes dos eventos R -2020 na EFD -Reinf da empresa.   Portanto a correção deve ser realizada na EFD -Reinf.   Após a correção dos dados na EFD -Reinf, deve -se recarregar as informações  da EFD -Reinf no PER/DCOMP  Web, que será, então, atualizado.  Deve -se atentar para a necessidade de transmitir a DCTFWeb  retificadora que for gerada após a alteração na EFD -Reinf, de forma a permitir a validação futura do  PER/DCOMP Web.  
[Atualizado em 22/03/202 2] Saldos de créditos previdenciários anteriores ao eSocial e à DCTFWeb podem ser utilizados para compensação de débitos não previdenciários?  	 Não. Os créditos previdenciários anteriores à utilização da DCTF Web somente podem ser ut ilizados para  compensar débitos previdenciários. No entanto os créditos apurados a partir da utilização da DCTF Web  poderão ser utilizados no PER/DCOMP Web para compensar outros débitos também apurados a partir de  agosto de 2018, como IRRF, IRPJ, CSLL, Cof ins, PIS etc, nos termos dos arts. 6 4 a 79 da Instrução Normativa  RFB nº 2.055 , de 20 21. Cabe lembrar que os saldos de salário família e salário maternidade não são mais  passíveis de utilizar em compensação em PER/DCOMP.   
[Atualizado em 25/10/2021]  Qual a diferença entre o PER/DCOMP Web e o programa PER/DCOMP? Quais procedimentos devem ser executados em cada um deles?  	 O contribuinte pode utilizar tanto o PER/DCOMP Web, com acesso no portal e-CAC, quanto o programa  PER/DCOMP, disponível no sítio da Rec eita Federal para download. Os efeitos do pedido de restituição  ou da declaração de compensação serão os mesmos para o contribuinte que utilizar um ou outro  programa. O PER/DCOMP Web traz algumas facilidades para o contribuinte tendo em vista que a  aplicaç ão acessa a base de dados da Receita.   No entanto existem algumas diferenças entre os programas.   Deverá ser utilizado exclusivamente o PER/DCOMP Web para:   • compensar débitos oriundos da DCTF Web;   • fazer pedido de restituição ou declaração de compensação informando crédito de pagamento indevido  ou a maior de eSocial, ou seja, pagamento do DARF gerado pela DCTF Web em duplicidade ou que se  tornou indevido em razão de retificação da DCTF Web;   • comp ensar outros débitos fazendári os com créditos previdenciários;   • fazer o pedido de restituição ou declaração de compensação com crédito de Retenção – Lei 9.711/98 ,  mediante recuperação automática dos dados da EFD -Reinf ;  • fazer o pedido de reembolso de  saldos de  salário família  ou maternidade, mediante recuperação  automática dos dados do eSocial e da DCTF Web.   Deverá ser utilizado o programa PGD PER/DCOMP para:    • fazer o primeiro PER/DCOMP , informando um crédito de reintegra  ou ressarcimento de IPI (após esse  primeiro PER/DCOMP poderá utilizar o PER/DCOMP Web para fazer compensação , informando que o  crédito já foi demonstrado em documento anterior) .   Pode ser utilizado tanto o programa PGD PER/DCOMP quanto o PER/DCOMP Web para:   • fazer a declaração de com pensação ou o pedido de restituição da contribuição previdenciária paga a  maior ou indevidamente em GPS;   • fazer a declaração de compensação ou o pedido de restituição do pagamento indevido ou a maior  realizado em DARF referentes à Contribuição Previdenci ária sobre Receita Bruta (CPRB);   • fazer o pedido de ressarcimento  de PIS e Cofins não cumulativo;    • fazer o PER/DCOMP de crédito de saldo negativo de IRPJ ou CSLL ou de IRRF Cooperativas.   O PER/DCOMP Web evoluirá ao longo do tempo para permitir ao contr ibuinte fazer o pedido de  restituição, ressarcimento ou reembolso e a declaração de compensação integralmente por meio dessa  ferramenta.  
[Atualizado em 22/03/202 2] É possível compensar os débitos declarados na DCTF Web com créditos de pagamentos indev idos ou a maior de DAS (pagamento no âmbito do Simples Nacional)?  	 Não. Existe vedação para a compensação de outros tributos utilizando créditos de pagamento indevido  ou a maior do Simples Nacional, assim como é vedada a compensação de débitos no âmbito do Simples  Nacional com outros créditos (inciso XI, do art. 76, da In strução Normativa RFB nº 2.055 , de 20 21).  Pagamentos indevidos ou a maior no âmbito do Simples Nacional devem seguir a definição do art. 13 da  Instrução Normativa RFB nº 2.055 , de 20 21. 
[Atualizado em 2 6/10/2021]  Como solicitar a devolução de saldos d e salário família e maternidade não utilizados na DCTF Web?  	 Os valores de salário maternidade e família podem ser utilizados na DCTF Web da própria competência.   Os saldos não utilizados na própria competência podem ser solicitados por meio do PER/DCOMP Web ,  informando o tipo de documento Pedido de Reembolso. Após o contribuinte informar no PER/DCOMP  Web a competência desejada, o programa recuperará os valores de salário família e maternidade  informados no eSocial e as deduções utilizadas na DCTF Web.   Se o c ontribuinte identificar que os valores de salário família e maternidade e/ou dedução estão errados,  deverá verificar se os dados estão corretamente preenchidos no eSocial e DCTF Web. Como o  PER/DCOMP Web recupera automaticamente os dados da DCTF Web, a ret ificação deverá ser  providenciada no eSocial e DCTF Web.   No caso de saldos de créditos de salário família e maternidade de competências anteriores à  obrigatoriedade da DCTF Web, deve ser apresentado um pedido de reembolso para cada competência na  qual há s aldo por meio do programa PER/DCOMP disponível no sítio da Receita Federal. Nas fichas  “Salário -Família” e “Salário -Maternidade” devem ser fornecidas as informações para apuração dos  créditos totais.  E na ficha “Compensações em GFIP” devem ser informados o s valores já utilizados na GFIP.  A diferença será o saldo passível de pedido de reembolso.       
Não estão aparecendo na DCTFWeb os valores de IRRF e FGTS. Como fazer o pagamento?	 O IRRF não entrará na DCTFWeb neste primeiro momento. Assim, referida retenção na fonte continuará  sendo declarada e paga da forma como já ocorria (DCTF PGD e DARF comum).     O FGTS não é receita administrada pela RFB, mas sim pela Caixa Econômica Federal (CEF). Portanto, não  entra na DCTFWeb nem é pago por DARF. A emissão da guia do FGTS deve seguir as regras estipuladas  pela CEF.    
No período em que a GFIP for apresentada para atender à Caixa Econômica Federal e emissão do FGTS e a empresa enviar a D CTFWeb para recolhimento das contribuições previdenciárias por meio do  DARF, que procedimento deve adotar o contribuinte para evitar a cobrança em duplicidade dos débitos  previdenciários?     	 Não há necessidade de nenhuma ação do contribuinte. A partir da obrigatoriedade da DCTFWeb, a RFB  bloqueará, para os contribuintes obrigados à DCTFWeb, a recepção da GFIP em seus sistemas de controle.  Os débitos e créditos para fins de análise de expedição de CND serão, exclusivamente, aqueles declarados  em DCTFWeb e p agos por meio do DARF e/ou compensado por meio do PER/DCOMP Web.     
Paguei em duplicidade a guia referente ao FGTS. Como devo proceder?	 O pedido de restituição referente ao FGTS deve ser direcionado à Caixa Econômica Federal.        
Não consigo acessar a DCTFWeb no e -CAC. Aparece uma mensagem de erro. Como faço para corrigir?	 A maioria destes casos refere -se a problemas nas configurações ou na versão do navegador de internet.  A RFB divulgou uma nota com orientações sobre o acesso à DCTFWeb.     Caso não consiga acessar a DCTFWeb a partir de determinado navegador, tente o acesso utilizando outro  navegador.    
